DATASET = ORTEC Test Set
NAME = Instance 09

DAY = 1
1	R	0	44	0
2	R	0	748	0
3	R	0	518	0
4	R	0	78	0
5	R	0	621	0
6	R	0	420	0
7	R	0	755	0
8	R	0	637	0
9	R	0	264	0
10	R	0	434	0
11	R	0	590	0
12	R	0	80	0
13	R	0	83	0
14	R	0	213	0

DAY = 2
1	R	0	251	0
2	R	0	786	0
3	R	0	231	0
4	R	0	935	0
5	R	0	899	0
6	R	0	524	0
7	R	0	-420	0
8	R	0	-44	0
9	R	0	407	0
10	R	0	638	0
11	R	0	149	0
12	R	0	-637	0
13	R	0	372	0
14	R	0	752	0
15	R	0	88	0
16	R	0	455	0
17	R	0	593	0
18	R	0	476	0
19	R	0	168	0
20	R	0	-748	0
21	R	0	517	0
22	R	0	442	0
23	R	0	14	0
24	R	0	782	0
25	R	0	-590	0
26	R	0	340	0

DAY = 3
1	R	0	307	0
2	R	0	377	0
3	R	0	475	0
4	R	0	522	0
5	R	0	-518	0
6	R	0	-621	0
7	R	0	550	0
8	R	0	-83	0
9	R	0	356	0
10	R	0	349	0
11	R	0	79	0
12	R	0	81	0
13	R	0	-14	0
14	R	0	365	0
15	R	0	511	0
16	R	0	-455	0
17	R	0	270	0
18	R	0	-755	0
19	R	0	810	0
20	R	0	52	0
21	R	0	293	0
22	R	0	599	0
23	R	0	398	0
24	R	0	702	0
25	R	0	121	0
26	R	0	397	0
27	R	0	585	0
28	R	0	604	0
29	R	0	534	0
30	R	0	660	0
31	R	0	283	0
32	R	0	643	0
33	R	0	370	0
34	R	0	-638	0
35	R	0	663	0

DAY = 4
1	R	0	569	0
2	R	0	-550	0
3	R	0	-935	0
4	R	0	-475	0
5	R	0	261	0
6	R	0	27	0
7	R	0	783	0
8	R	0	99	0
9	R	0	-434	0
10	R	0	192	0
11	R	0	326	0
12	R	0	697	0
13	R	0	515	0
14	R	0	647	0
15	R	0	469	0
16	R	0	-213	0
17	R	0	-149	0
18	R	0	-81	0
19	R	0	287	0
20	R	0	443	0
21	R	0	-663	0
22	R	0	268	0
23	R	0	321	0
24	R	0	-121	0
25	R	0	-370	0
26	R	0	764	0
27	R	0	794	0
28	R	0	-80	0
29	R	0	-78	0
30	R	0	-264	0
31	R	0	885	0
32	R	0	348	0
33	R	0	-349	0
34	R	0	-307	0
35	R	0	-522	0
36	R	0	-899	0
37	R	0	152	0
38	R	0	-476	0
39	R	0	969	0
40	R	0	-643	0
41	R	0	939	0
42	R	0	-660	0
43	R	0	788	931	0
44	R	0	632	0
45	R	0	-372	0
46	R	0	-88	0
47	R	0	405	0
48	R	0	402	0
49	R	0	930	0
50	R	0	-782	0
51	R	0	269	0

DAY = 5
1	R	0	-269	0
2	R	0	-786	0
3	R	0	759	0
4	R	0	358	0
5	R	0	860	0
6	R	0	-599	0
7	R	0	447	0
8	R	0	801	0
9	R	0	114	0
10	R	0	415	0
11	R	0	385	0
12	R	0	-443	0
13	R	0	-152	0
14	R	0	576	0
15	R	0	-794	0
16	R	0	-293	0
17	R	0	980	0
18	R	0	373	0
19	R	0	-268	0
20	R	0	324	0
21	R	0	-231	0
22	R	0	825	0
23	R	0	-702	0
24	R	0	-397	0
25	R	0	-398	0
26	R	0	-534	0
27	R	0	196	0
28	R	0	8	0
29	R	0	-270	0
30	R	0	-931	0
31	R	0	-752	0
32	R	0	87	0
33	R	0	-569	0
34	R	0	266	0
35	R	0	-405	0
36	R	0	300	0
37	R	0	-407	0
38	R	0	628	0
39	R	0	950	0
40	R	0	-326	0
41	R	0	-168	0
42	R	0	691	0
43	R	0	-585	0
44	R	0	-593	0
45	R	0	-442	0
46	R	0	480	0
47	R	0	-517	0
48	R	0	-524	0
49	R	0	673	0
50	R	0	343	0
51	R	0	239	0
52	R	0	535	0
53	R	0	971	0
54	R	0	-99	0
55	R	0	545	0
56	R	0	626	0
57	R	0	-340	0
58	R	0	862	0
59	R	0	331	0
60	R	0	-251	0

DAY = 6
1	R	0	-860	0
2	R	0	96	0
3	R	0	-79	0
4	R	0	551	0
5	R	0	611	0
6	R	0	-331	0
7	R	0	-283	0
8	R	0	608	0
9	R	0	895	0
10	R	0	151	0
11	R	0	-8	0
12	R	0	842	0
13	R	0	676	0
14	R	0	616	0
15	R	0	-930	0
16	R	0	13	0
17	R	0	210	0
18	R	0	238	0
19	R	0	780	0
20	R	0	-632	0
21	R	0	864	0
22	R	0	796	0
23	R	0	-810	0
24	R	0	976	0
25	R	0	250	0
26	R	0	-52	0
27	R	0	962	0
28	R	0	-358	-647	0
29	R	0	536	0
30	R	0	779	0
31	R	0	-348	0
32	R	0	28	0
33	R	0	889	0
34	R	0	700	0
35	R	0	544	0
36	R	0	-511	0
37	R	0	728	0
38	R	0	-365	0
39	R	0	-535	0
40	R	0	874	0
41	R	0	295	0
42	R	0	-980	0
43	R	0	66	0
44	R	0	195	0
45	R	0	400	0
46	R	0	746	0
47	R	0	-576	0
48	R	0	532	0
49	R	0	-415	0
50	R	0	-27	0
51	R	0	735	0
52	R	0	-971	0
53	R	0	-604	0
54	R	0	-377	0
55	R	0	169	0
56	R	0	86	0
57	R	0	383	0
58	R	0	-402	0
59	R	0	771	0
60	R	0	-862	0
61	R	0	487	0
62	R	0	-783	0
63	R	0	894	0
64	R	0	184	0
65	R	0	-447	0
66	R	0	992	0
67	R	0	-969	0
68	R	0	833	0
69	R	0	189	0
70	R	0	625	0
71	R	0	215	0
72	R	0	91	-343	0
73	R	0	-356	0

DAY = 7
1	R	0	-796	0
2	R	0	-939	0
3	R	0	-825	0
4	R	0	584	0
5	R	0	-616	0
6	R	0	204	0
7	R	0	-628	0
8	R	0	-91	0
9	R	0	265	0
10	R	0	-192	0
11	R	0	526	0
12	R	0	-626	0
13	R	0	-759	0
14	R	0	-189	0
15	R	0	868	0
16	R	0	-287	0
17	R	0	-515	0
18	R	0	-469	0
19	R	0	-771	0
20	R	0	-321	0
21	R	0	909	0
22	R	0	-746	0
23	R	0	-676	0
24	R	0	342	0
25	R	0	-950	0
26	R	0	853	0
27	R	0	387	0
28	R	0	905	0
29	R	0	333	0
30	R	0	-196	0
31	R	0	866	0
32	R	0	972	0
33	R	0	-764	0
34	R	0	952	0
35	R	0	-697	0
36	R	0	-487	0
37	R	0	409	0
38	R	0	671	0
39	R	0	640	0
40	R	0	421	0
41	R	0	361	0
42	R	0	955	0
43	R	0	-894	0
44	R	0	-261	0
45	R	0	989	0
46	R	0	-801	0
47	R	0	928	0
48	R	0	206	0
49	R	0	-788	0
50	R	0	-324	0
51	R	0	-885	0
52	R	0	793	0
53	R	0	737	0
54	R	0	-86	0
55	R	0	741	0
56	R	0	-842	0
57	R	0	-215	0
58	R	0	43	0
59	R	0	173	0
60	R	0	-373	0
61	R	0	747	0

DAY = 8
1	R	0	-28	0
2	R	0	991	0
3	R	0	563	0
4	R	0	559	0
5	R	0	-480	0
6	R	0	681	0
7	R	0	-691	0
8	R	0	120	0
9	R	0	240	0
10	R	0	580	0
11	R	0	-976	0
12	R	0	223	0
13	R	0	-864	0
14	R	0	138	0
15	R	0	104	0
16	R	0	158	0
17	R	0	416	0
18	R	0	-673	0
19	R	0	193	0
20	R	0	-66	0
21	R	0	-87	0
22	R	0	-239	0
23	R	0	-551	0
24	R	0	-238	0
25	R	0	800	0
26	R	0	-737	0
27	R	0	441	0
28	R	0	-989	0
29	R	0	-204	0
30	R	0	-544	0
31	R	0	233	0
32	R	0	525	0
33	R	0	-195	0
