DATASET = ORTEC Test Set
NAME = Instance 06

DAY = 1
1	R	0	51	0
2	R	0	283	0
3	R	0	350	0
4	R	0	474	0
5	R	0	5	0
6	R	0	415	0
7	R	0	312	0
8	R	0	256	0
9	R	0	179	0
10	R	0	84	0
11	R	0	278	0
12	R	0	181	0
13	R	0	142	0
14	R	0	166	0
15	R	0	453	0
16	R	0	113	0
17	R	0	59	0
18	R	0	426	0
19	R	0	468	0
20	R	0	211	0
21	R	0	321	0
22	R	0	141	0
23	R	0	335	0
24	R	0	143	0
25	R	0	167	0
26	R	0	343	0
27	R	0	454	0
28	R	0	112	0
29	R	0	381	0
30	R	0	448	0
31	R	0	433	0
32	R	0	455	0
33	R	0	147	0
34	R	0	248	0
35	R	0	159	0
36	R	0	20	0
37	R	0	268	0
38	R	0	68	0
39	R	0	63	0
40	R	0	156	0
41	R	0	219	0
42	R	0	471	0
43	R	0	235	0
44	R	0	163	0
45	R	0	93	0	342	0
46	R	0	223	0
47	R	0	135	0
48	R	0	288	0
49	R	0	15	0
50	R	0	378	0
51	R	0	413	0
52	R	0	262	0	265	0
53	R	0	450	0
54	R	0	451	0
55	R	0	67	0
56	R	0	193	0
57	R	0	384	0
58	R	0	238	0
59	R	0	272	0
60	R	0	339	0
61	R	0	309	0
62	R	0	291	0
63	R	0	434	0
64	R	0	469	0
65	R	0	131	0

DAY = 2
1	R	0	-156	0
2	R	0	251	0
3	R	0	286	0
4	R	0	437	0
5	R	0	100	0
6	R	0	319	0
7	R	0	352	0
8	R	0	-131	0
9	R	0	340	0
10	R	0	161	0
11	R	0	128	0
12	R	0	-179	0
13	R	0	367	0
14	R	0	405	0
15	R	0	360	0
16	R	0	264	478	0
17	R	0	484	0
18	R	0	-93	0
19	R	0	-159	0
20	R	0	411	0
21	R	0	122	0
22	R	0	400	0
23	R	0	416	0
24	R	0	247	0
25	R	0	-471	0
26	R	0	216	0
27	R	0	354	398	0
28	R	0	279	0
29	R	0	380	0
30	R	0	75	0
31	R	0	-469	0
32	R	0	150	0
33	R	0	300	0
34	R	0	178	0
35	R	0	-142	0
36	R	0	-450	0
37	R	0	85	0
38	R	0	315	0
39	R	0	82	0
40	R	0	338	0
41	R	0	45	0
42	R	0	322	0
43	R	0	133	0
44	R	0	414	0
45	R	0	22	0
46	R	0	-268	0
47	R	0	-51	0
48	R	0	356	0
49	R	0	104	0
50	R	0	-309	0
51	R	0	418	0
52	R	0	297	0
53	R	0	465	0
54	R	0	489	0
55	R	0	409	0
56	R	0	395	0
57	R	0	432	0

DAY = 3
1	R	0	-378	0
2	R	0	-350	0
3	R	0	-5	0
4	R	0	-167	0
5	R	0	-59	0
6	R	0	-20	0
7	R	0	-181	0
8	R	0	355	0
9	R	0	95	498	0
10	R	0	-265	0
11	R	0	222	0
12	R	0	17	0
13	R	0	329	0
14	R	0	-300	0
15	R	0	-67	0
16	R	0	155	0
17	R	0	-395	0
18	R	0	42	0
19	R	0	-400	0
20	R	0	-272	0
21	R	0	296	0
22	R	0	-434	0
23	R	0	117	0
24	R	0	252	0
25	R	0	37	0
26	R	0	-223	0
27	R	0	6	0
28	R	0	255	0
29	R	0	-104	0
30	R	0	187	0
31	R	0	273	0
32	R	0	373	0
33	R	0	-398	0
34	R	0	-433	0
35	R	0	54	0
36	R	0	-219	0
37	R	0	204	0
38	R	0	12	0
