DATASET = ORTEC Test Set
NAME = Instance 10

DAY = 1
1	R	0	976	0
2	R	0	113	0
3	R	0	947	0
4	R	0	823	0
5	R	0	53	0
6	R	0	355	0
7	R	0	605	0
8	R	0	370	0
9	R	0	314	0
10	R	0	105	0
11	R	0	726	0
12	R	0	664	0

DAY = 2
1	R	0	168	0
2	R	0	708	507	0
3	R	0	974	0
4	R	0	906	0
5	R	0	421	0
6	R	0	644	0
7	R	0	396	0
8	R	0	214	0
9	R	0	446	0
10	R	0	299	0
11	R	0	132	0
12	R	0	503	0
13	R	0	335	0
14	R	0	-53	0
15	R	0	863	0
16	R	0	-823	0
17	R	0	492	0
18	R	0	415	0
19	R	0	272	0
20	R	0	430	0
21	R	0	878	0
22	R	0	184	0

DAY = 3
1	R	0	922	0
2	R	0	619	0
3	R	0	-906	0
4	R	0	608	0
5	R	0	-976	0
6	R	0	685	0
7	R	0	598	0
8	R	0	809	0
9	R	0	426	0
10	R	0	224	0
11	R	0	625	0
12	R	0	8	0
13	R	0	-726	0
14	R	0	-708	0
15	R	0	511	0
16	R	0	-105	0
17	R	0	123	0
18	R	0	341	0
19	R	0	474	0
20	R	0	169	0
21	R	0	683	0
22	R	0	-446	0
23	R	0	181	0
24	R	0	408	0
25	R	0	12	0
26	R	0	-507	435	0
27	R	0	-664	0
28	R	0	935	0
29	R	0	537	0
30	R	0	-113	0

DAY = 4
1	R	0	711	0
2	R	0	-123	0
3	R	0	104	0
4	R	0	927	0
5	R	0	828	0
6	R	0	950	0
7	R	0	774	0
8	R	0	771	0
9	R	0	-683	0
10	R	0	865	0
11	R	0	-335	0
12	R	0	-224	0
13	R	0	-314	0
14	R	0	-625	0
15	R	0	558	0
16	R	0	887	0
17	R	0	-685	0
18	R	0	-169	0
19	R	0	-408	0
20	R	0	-370	0
21	R	0	694	0
22	R	0	-503	0
23	R	0	836	0
24	R	0	41	0
25	R	0	362	0
26	R	0	-474	0
27	R	0	-863	0
28	R	0	432	0
29	R	0	585	0
30	R	0	83	0
31	R	0	595	0
32	R	0	71	0
33	R	0	570	0
34	R	0	983	0
35	R	0	813	0
36	R	0	623	0
37	R	0	-947	0
38	R	0	-421	0
39	R	0	409	0
40	R	0	-878	0
41	R	0	861	0
42	R	0	-341	0
43	R	0	339	0
44	R	0	975	0
45	R	0	959	0
46	R	0	-430	0
47	R	0	635	0
48	R	0	-809	0
49	R	0	-299	0
50	R	0	-598	0
51	R	0	686	0
52	R	0	211	0
53	R	0	-605	0
